Date,Snow Water Equivalent [mm],Accumulated Precipitation [mm],Precipitation Increment [mm],Tmax (degC),Tmin (degC),Tmean (degC),Year,DOY,Snow on Ground
2006-08-15,0.000,924.560,0.000,24.000,13.722,18.278,2006,227,0
2006-08-16,0.000,924.560,0.000,22.778,8.889,15.611,2006,228,0
2006-08-17,0.000,924.560,0.000,18.389,6.611,13.500,2006,229,0
2006-08-18,0.000,924.560,0.000,21.111,6.611,14.389,2006,230,0
2006-08-19,0.000,924.560,0.000,23.778,9.000,15.611,2006,231,0
2006-08-20,0.000,924.560,0.000,26.111,12.278,19.000,2006,232,0
2006-08-21,0.000,924.560,0.000,28.222,13.222,20.611,2006,233,0
2006-08-22,0.000,924.560,0.000,26.222,12.611,18.778,2006,234,0
2006-08-23,0.000,924.560,0.000,22.611,9.722,16.500,2006,235,0
2006-08-24,0.000,924.560,0.000,18.611,6.500,13.278,2006,236,0
2006-08-25,0.000,924.560,0.000,16.778,9.000,12.889,2006,237,0
2006-08-26,0.000,924.560,0.000,18.611,7.222,13.500,2006,238,0
2006-08-27,0.000,924.560,0.000,22.722,9.278,15.500,2006,239,0
2006-08-28,0.000,924.560,0.000,26.500,10.278,18.722,2006,240,0
2006-08-29,0.000,924.560,0.000,23.778,13.278,18.778,2006,241,0
2006-08-30,0.000,924.560,0.000,13.778,5.389,9.500,2006,242,0
2006-08-31,0.000,924.560,0.000,15.389,1.222,9.278,2006,243,0
2006-09-01,0.000,924.560,0.000,20.389,4.500,13.000,2006,244,0
2006-09-02,0.000,924.560,0.000,25.222,11.500,17.389,2006,245,0
2006-09-03,0.000,924.560,0.000,26.389,13.000,19.722,2006,246,0
2006-09-04,0.000,924.560,0.000,27.389,14.722,20.611,2006,247,0
2006-09-05,0.000,924.560,0.000,25.889,13.722,20.611,2006,248,0
2006-09-06,0.000,924.560,0.000,25.111,12.722,18.889,2006,249,0
2006-09-07,0.000,924.560,0.000,21.778,12.222,16.722,2006,250,0
2006-09-08,0.000,924.560,0.000,21.500,10.722,16.222,2006,251,0
2006-09-09,0.000,924.560,0.000,21.500,10.222,15.500,2006,252,0
2006-09-10,0.000,924.560,0.000,19.278,7.889,13.889,2006,253,0
2006-09-11,0.000,924.560,0.000,22.278,8.722,15.111,2006,254,0
2006-09-12,0.000,924.560,0.000,24.500,9.889,16.500,2006,255,0
2006-09-13,0.000,924.560,0.000,20.500,7.722,14.222,2006,256,0
2006-09-14,0.000,924.560,0.000,11.000,-0.500,5.889,2006,257,0
2006-09-15,0.000,924.560,0.000,8.611,0.611,4.000,2006,258,0
2006-09-16,0.000,924.560,2.540,7.389,0.611,2.278,2006,259,0
2006-09-17,0.000,927.100,2.540,11.111,-0.389,5.389,2006,260,0
2006-09-18,0.000,929.640,0.000,17.111,3.389,11.278,2006,261,0
2006-09-19,0.000,929.640,2.540,13.722,3.000,8.611,2006,262,0
2006-09-20,0.000,932.180,5.080,8.611,3.222,5.889,2006,263,0
2006-09-21,0.000,937.260,5.080,8.500,1.611,5.000,2006,264,0
2006-09-22,0.000,942.340,0.000,10.889,1.889,6.000,2006,265,0
2006-09-23,0.000,942.340,0.000,10.889,0.500,6.222,2006,266,0
2006-09-24,0.000,942.340,0.000,14.389,2.000,7.722,2006,267,0
2006-09-25,0.000,942.340,0.000,16.778,4.389,10.722,2006,268,0
2006-09-26,0.000,942.340,0.000,18.000,5.222,11.111,2006,269,0
2006-09-27,0.000,942.340,0.000,18.722,8.889,13.222,2006,270,0
2006-09-28,0.000,942.340,0.000,19.611,7.611,13.889,2006,271,0
2006-09-29,0.000,942.340,0.000,19.889,7.722,13.000,2006,272,0
2006-09-30,0.000,942.340,0.000,21.778,8.500,14.000,2006,273,0
2006-10-01,0.000,0.000,0.000,16.889,6.889,11.222,2006,274,0
2006-10-02,0.000,0.000,0.000,13.000,4.778,9.500,2006,275,0
2006-10-03,0.000,0.000,2.540,16.000,4.222,11.111,2006,276,0
2006-10-04,0.000,2.540,0.000,15.889,8.222,12.111,2006,277,0
2006-10-05,0.000,2.540,0.000,19.000,8.722,13.389,2006,278,0
2006-10-06,0.000,2.540,17.780,15.000,6.611,10.389,2006,279,0
2006-10-07,0.000,20.320,0.000,11.611,1.389,7.222,2006,280,0
2006-10-08,0.000,20.320,0.000,11.611,0.722,6.222,2006,281,0
2006-10-09,0.000,20.320,0.000,8.889,2.000,4.389,2006,282,0
2006-10-10,0.000,20.320,2.540,9.778,-0.500,4.722,2006,283,0
2006-10-11,0.000,22.860,2.540,11.889,1.778,7.278,2006,284,0
2006-10-12,0.000,25.400,0.000,14.000,2.778,8.000,2006,285,0
2006-10-13,0.000,25.400,0.000,16.611,4.889,9.389,2006,286,0
2006-10-14,0.000,25.400,0.000,17.222,4.389,9.222,2006,287,0
2006-10-15,0.000,25.400,12.700,12.000,2.500,7.722,2006,288,0
2006-10-16,0.000,38.100,0.000,4.000,1.278,2.500,2006,289,0
2006-10-17,0.000,38.100,0.000,6.778,0.778,3.722,2006,290,0
2006-10-18,0.000,38.100,2.540,5.722,-1.111,3.222,2006,291,0
2006-10-19,0.000,40.640,7.620,8.000,3.889,5.889,2006,292,0
2006-10-20,0.000,48.260,0.000,5.889,2.111,3.778,2006,293,0
2006-10-21,0.000,48.260,0.000,7.389,0.500,3.389,2006,294,0
2006-10-22,0.000,48.260,0.000,10.722,-0.278,5.278,2006,295,0
2006-10-23,0.000,48.260,0.000,12.778,2.889,7.222,2006,296,0
2006-10-24,0.000,48.260,0.000,12.778,-0.778,5.278,2006,297,0
2006-10-25,0.000,48.260,5.080,2.278,-1.278,0.111,2006,298,0
2006-10-26,5.080,53.340,2.540,7.889,-3.278,2.111,2006,299,1
2006-10-27,5.080,55.880,0.000,12.000,0.611,5.111,2006,300,1
2006-10-28,0.000,55.880,0.000,14.722,2.722,7.222,2006,301,0
2006-10-29,0.000,55.880,0.000,10.111,-3.722,5.500,2006,302,0
2006-10-30,0.000,55.880,0.000,-1.278,-8.611,-4.389,2006,303,0
2006-10-31,0.000,55.880,0.000,0.389,-10.111,-4.278,2006,304,0
2006-11-01,0.000,55.880,2.540,3.500,-6.389,-0.222,2006,305,0
2006-11-02,0.000,58.420,7.620,7.000,1.111,4.278,2006,306,0
2006-11-03,0.000,66.040,5.080,8.000,4.000,5.222,2006,307,0
2006-11-04,0.000,71.120,7.620,6.611,3.389,4.500,2006,308,0
2006-11-05,0.000,78.740,20.320,7.389,4.611,5.778,2006,309,0
2006-11-06,0.000,99.060,2.540,11.722,6.778,9.500,2006,310,0
2006-11-07,0.000,101.600,5.080,14.500,9.111,11.889,2006,311,0
2006-11-08,0.000,106.680,2.540,9.611,-3.222,2.611,2006,312,0
2006-11-09,0.000,109.220,5.080,0.111,-5.722,-1.778,2006,313,0
2006-11-10,0.000,114.300,2.540,4.778,-6.722,-0.278,2006,314,0
2006-11-11,7.620,116.840,15.240,5.611,-6.778,-0.611,2006,315,1
2006-11-12,22.860,132.080,2.540,1.111,-7.500,-2.222,2006,316,1
2006-11-13,25.400,134.620,20.320,2.611,-1.222,1.111,2006,317,1
2006-11-14,45.720,154.940,0.000,1.222,-7.389,-3.278,2006,318,1
2006-11-15,45.720,154.940,2.540,7.222,-4.778,1.111,2006,319,1
2006-11-16,48.260,157.480,2.540,6.111,-0.500,3.111,2006,320,1
2006-11-17,50.800,160.020,0.000,5.889,-0.111,2.889,2006,321,1
2006-11-18,50.800,160.020,0.000,6.611,-0.889,3.500,2006,322,1
2006-11-19,50.800,160.020,0.000,8.278,4.778,6.778,2006,323,1
2006-11-20,50.800,160.020,2.540,9.500,5.000,7.222,2006,324,1
2006-11-21,53.340,162.560,0.000,9.500,0.722,6.389,2006,325,1
2006-11-22,53.340,162.560,0.000,6.889,0.611,3.778,2006,326,1
2006-11-23,53.340,162.560,0.000,3.500,-4.778,-2.778,2006,327,1
2006-11-24,53.340,162.560,2.540,1.111,-4.111,-0.889,2006,328,1
2006-11-25,55.880,165.100,0.000,-0.278,-5.389,-1.778,2006,329,1
2006-11-26,55.880,165.100,27.940,1.000,-6.111,-1.778,2006,330,1
2006-11-27,83.820,193.040,10.160,-1.000,-7.278,-5.000,2006,331,1
2006-11-28,96.520,203.200,0.000,-7.222,-12.611,-9.889,2006,332,1
2006-11-29,96.520,203.200,0.000,-5.389,-15.778,-11.611,2006,333,1
2006-11-30,96.520,203.200,5.080,-2.389,-9.222,-5.278,2006,334,1
2006-12-01,104.140,208.280,0.000,-4.389,-7.722,-5.778,2006,335,1
2006-12-02,104.140,208.280,0.000,-3.222,-11.611,-8.111,2006,336,1
2006-12-03,104.140,208.280,0.000,-0.389,-10.278,-5.778,2006,337,1
2006-12-04,104.140,208.280,0.000,3.611,-6.111,-1.889,2006,338,1
2006-12-05,104.140,208.280,2.540,4.278,-3.111,-0.111,2006,339,1
2006-12-06,106.680,210.820,0.000,8.111,-2.611,1.611,2006,340,1
2006-12-07,109.220,210.820,0.000,8.278,1.389,5.611,2006,341,1
2006-12-08,111.760,210.820,0.000,8.778,5.389,6.889,2006,342,1
2006-12-09,111.760,210.820,0.000,5.889,1.278,3.389,2006,343,1
2006-12-10,111.760,210.820,2.540,3.889,-0.500,1.222,2006,344,1
2006-12-11,114.300,213.360,5.080,2.000,-5.222,-1.000,2006,345,1
2006-12-12,119.380,218.440,22.860,2.889,0.889,1.778,2006,346,1
2006-12-13,142.240,241.300,20.320,4.389,0.778,2.778,2006,347,1
2006-12-14,162.560,261.620,7.620,6.222,1.000,3.889,2006,348,1
2006-12-15,170.180,269.240,7.620,6.389,-10.500,-2.222,2006,349,1
2006-12-16,182.880,276.860,0.000,-4.611,-12.722,-8.722,2006,350,1
2006-12-17,182.880,276.860,0.000,0.111,-13.778,-8.000,2006,351,1
2006-12-18,182.880,276.860,0.000,-1.722,-12.278,-8.222,2006,352,1
2006-12-19,182.880,276.860,0.000,1.500,-9.500,-3.889,2006,353,1
2006-12-20,182.880,276.860,0.000,2.111,-5.000,-2.222,2006,354,1
2006-12-21,182.880,276.860,5.080,1.111,-2.778,-0.500,2006,355,1
2006-12-22,187.960,281.940,0.000,-2.222,-8.722,-4.389,2006,356,1
2006-12-23,187.960,281.940,10.160,1.389,-7.778,-2.722,2006,357,1
2006-12-24,198.120,292.100,0.000,0.722,-8.889,-2.722,2006,358,1
2006-12-25,198.120,292.100,2.540,5.500,-0.889,3.278,2006,359,1
2006-12-26,200.660,294.640,12.700,4.111,1.222,2.111,2006,360,1
2006-12-27,215.900,307.340,15.240,3.000,-5.722,-1.000,2006,361,1
2006-12-28,233.680,322.580,0.000,-1.889,-8.000,-5.500,2006,362,1
2006-12-29,233.680,322.580,0.000,0.389,-8.722,-5.222,2006,363,1
2006-12-30,233.680,322.580,2.540,1.778,-8.389,-4.278,2006,364,1
2006-12-31,236.220,325.120,0.000,0.611,-6.500,-3.278,2006,365,1
2007-01-01,236.220,325.120,0.000,4.111,-5.278,-1.389,2007,1,1
2007-01-02,236.220,325.120,2.540,6.278,-0.111,2.722,2007,2,1
2007-01-03,238.760,327.660,17.780,6.278,-1.500,2.611,2007,3,1
2007-01-04,261.620,345.440,0.000,-1.500,-7.389,-3.722,2007,4,1
2007-01-05,266.700,345.440,2.540,-6.278,-10.778,-8.222,2007,5,1
2007-01-06,269.240,347.980,2.540,-3.500,-9.500,-5.722,2007,6,1
2007-01-07,292.100,350.520,5.080,0.389,-9.278,-3.222,2007,7,1
2007-01-08,302.260,355.600,0.000,2.389,-1.500,0.611,2007,8,1
2007-01-09,302.260,355.600,0.000,5.389,-1.500,2.111,2007,9,1
2007-01-10,302.260,355.600,0.000,3.778,-11.722,-3.000,2007,10,1
2007-01-11,302.260,355.600,0.000,-7.722,-14.611,-10.111,2007,11,1
2007-01-12,304.800,355.600,0.000,-9.000,-18.611,-12.389,2007,12,1
2007-01-13,304.800,355.600,2.540,-6.722,-14.722,-10.500,2007,13,1
2007-01-14,307.340,358.140,0.000,-8.111,-16.722,-13.000,2007,14,1
2007-01-15,307.340,358.140,0.000,-2.278,-12.611,-9.000,2007,15,1
2007-01-16,307.340,358.140,0.000,-0.500,-11.111,-6.389,2007,16,1
2007-01-17,307.340,358.140,0.000,-4.389,-12.111,-8.222,2007,17,1
2007-01-18,307.340,358.140,2.540,-0.500,-11.722,-6.611,2007,18,1
2007-01-19,307.340,360.680,0.000,2.389,-7.889,-3.722,2007,19,1
2007-01-20,307.340,360.680,0.000,-2.778,-6.889,-5.389,2007,20,1
2007-01-21,307.340,360.680,0.000,0.889,-7.389,-4.389,2007,21,1
2007-01-22,307.340,360.680,0.000,2.222,-7.000,-2.278,2007,22,1
2007-01-23,307.340,360.680,0.000,6.000,-6.389,-1.222,2007,23,1
2007-01-24,307.340,360.680,0.000,8.222,-2.889,2.500,2007,24,1
2007-01-25,307.340,360.680,0.000,8.278,-0.500,4.111,2007,25,1
2007-01-26,307.340,360.680,0.000,8.278,-1.889,3.500,2007,26,1
2007-01-27,307.340,360.680,0.000,3.889,-6.889,-1.278,2007,27,1
2007-01-28,307.340,360.680,0.000,5.389,-7.222,-2.000,2007,28,1
2007-01-29,307.340,360.680,0.000,6.111,-4.389,-0.389,2007,29,1
2007-01-30,307.340,360.680,0.000,2.500,-7.000,-2.111,2007,30,1
2007-01-31,307.340,360.680,0.000,1.222,-8.889,-4.000,2007,31,1
2007-02-01,307.340,360.680,0.000,-1.389,-9.111,-5.500,2007,32,1
2007-02-02,307.340,360.680,0.000,-1.500,-12.000,-6.222,2007,33,1
2007-02-03,307.340,360.680,2.540,4.222,-5.222,-0.278,2007,34,1
2007-02-04,309.880,363.220,2.540,9.889,1.000,3.778,2007,35,1
2007-02-05,309.880,365.760,0.000,10.111,3.278,7.222,2007,36,1
2007-02-06,309.880,365.760,0.000,14.111,2.889,7.111,2007,37,1
2007-02-07,309.880,365.760,0.000,10.389,3.278,6.111,2007,38,1
2007-02-08,309.880,365.760,0.000,4.278,1.111,2.500,2007,39,1
2007-02-09,309.880,365.760,7.620,4.778,0.278,2.389,2007,40,1
2007-02-10,320.040,373.380,10.160,6.389,0.000,3.000,2007,41,1
2007-02-11,330.200,383.540,15.240,4.722,-1.389,2.000,2007,42,1
2007-02-12,355.600,398.780,2.540,1.778,-5.000,-1.389,2007,43,1
2007-02-13,358.140,401.320,2.540,3.611,-5.222,-1.389,2007,44,1
2007-02-14,363.220,403.860,2.540,2.000,-3.000,-0.722,2007,45,1
2007-02-15,365.760,406.400,10.160,4.000,-0.778,1.611,2007,46,1
2007-02-16,388.620,416.560,0.000,4.222,0.222,2.222,2007,47,1
2007-02-17,388.620,416.560,0.000,10.722,-1.222,3.500,2007,48,1
2007-02-18,388.620,416.560,2.540,4.778,-4.611,0.500,2007,49,1
2007-02-19,391.160,419.100,2.540,-0.389,-5.389,-3.111,2007,50,1
2007-02-20,393.700,421.640,2.540,4.111,-3.778,0.889,2007,51,1
2007-02-21,398.780,424.180,7.620,4.278,-4.278,-1.111,2007,52,1
2007-02-22,408.940,431.800,10.160,4.611,-2.278,1.778,2007,53,1
2007-02-23,426.720,441.960,5.080,-2.278,-11.000,-5.278,2007,54,1
2007-02-24,434.340,447.040,7.620,-2.889,-11.278,-5.722,2007,55,1
2007-02-25,449.580,454.660,22.860,0.111,-4.000,-2.111,2007,56,1
2007-02-26,474.980,477.520,5.080,-0.278,-7.611,-4.278,2007,57,1
2007-02-27,485.140,482.600,7.620,-2.389,-7.222,-5.000,2007,58,1
2007-02-28,508.000,490.220,5.080,-4.222,-8.722,-5.778,2007,59,1
2007-03-01,518.160,495.300,5.080,-5.000,-7.889,-6.500,2007,60,1
2007-03-02,533.400,500.380,2.540,-1.000,-8.278,-5.111,2007,61,1
2007-03-03,535.940,502.920,2.540,2.000,-3.222,-0.611,2007,62,1
2007-03-04,538.480,505.460,0.000,5.778,-3.389,0.389,2007,63,1
2007-03-05,538.480,505.460,0.000,12.722,0.611,4.111,2007,64,1
2007-03-06,538.480,505.460,0.000,12.722,1.111,5.722,2007,65,1
2007-03-07,538.480,505.460,5.080,12.000,1.889,6.222,2007,66,1
2007-03-08,543.560,510.540,2.540,6.500,-1.389,1.278,2007,67,1
2007-03-09,546.100,513.080,5.080,9.111,0.611,3.222,2007,68,1
2007-03-10,551.180,518.160,0.000,9.500,-0.111,2.889,2007,69,1
2007-03-11,551.180,518.160,0.000,14.222,4.000,8.222,2007,70,1
2007-03-12,551.180,518.160,0.000,15.778,5.111,9.278,2007,71,1
2007-03-13,548.640,518.160,0.000,9.889,4.389,6.500,2007,72,1
2007-03-14,543.560,518.160,0.000,7.222,-1.778,3.889,2007,73,1
2007-03-15,538.480,518.160,0.000,8.778,-2.889,3.111,2007,74,1
2007-03-16,533.400,518.160,0.000,16.778,2.722,8.389,2007,75,1
2007-03-17,525.780,518.160,0.000,17.611,5.389,10.111,2007,76,1
2007-03-18,515.620,518.160,0.000,11.000,3.222,6.722,2007,77,1
2007-03-19,510.540,518.160,0.000,13.889,2.722,8.222,2007,78,1
2007-03-20,510.540,518.160,0.000,7.722,-1.722,2.611,2007,79,1
2007-03-21,510.540,518.160,0.000,4.222,-3.889,0.611,2007,80,1
2007-03-22,510.540,518.160,2.540,10.111,-1.778,3.889,2007,81,1
2007-03-23,502.920,520.700,0.000,10.889,2.222,5.889,2007,82,1
2007-03-24,495.300,520.700,2.540,14.222,1.778,7.889,2007,83,1
2007-03-25,487.680,523.240,0.000,11.222,-0.500,5.889,2007,84,1
2007-03-26,480.060,523.240,2.540,11.889,-0.111,4.889,2007,85,1
2007-03-27,474.980,525.780,17.780,0.778,-3.278,-1.389,2007,86,1
2007-03-28,492.760,543.560,0.000,7.778,-2.000,1.611,2007,87,1
2007-03-29,492.760,543.560,0.000,11.278,-0.722,5.278,2007,88,1
2007-03-30,492.760,543.560,0.000,11.389,-1.222,5.278,2007,89,1
2007-03-31,492.760,543.560,5.080,8.000,1.500,5.000,2007,90,1
2007-04-01,497.840,548.640,5.080,7.000,-2.722,1.611,2007,91,1
2007-04-02,500.380,553.720,0.000,1.278,-4.111,-1.722,2007,92,1
2007-04-03,500.380,553.720,5.080,10.278,-5.222,3.111,2007,93,1
2007-04-04,502.920,558.800,0.000,13.000,3.889,7.111,2007,94,1
2007-04-05,500.380,558.800,0.000,14.889,2.389,7.611,2007,95,1
2007-04-06,492.760,558.800,2.540,16.778,3.611,10.500,2007,96,1
2007-04-07,469.900,561.340,0.000,18.722,4.000,9.389,2007,97,1
2007-04-08,436.880,561.340,12.700,9.778,2.278,4.111,2007,98,1
2007-04-09,421.640,574.040,2.540,7.111,-2.278,1.611,2007,99,1
2007-04-10,424.180,576.580,0.000,2.722,-5.222,-1.889,2007,100,1
2007-04-11,424.180,576.580,0.000,7.778,-5.389,0.722,2007,101,1
2007-04-12,424.180,576.580,2.540,6.000,-0.611,2.278,2007,102,1
2007-04-13,421.640,579.120,0.000,10.111,-2.611,4.111,2007,103,1
2007-04-14,419.100,579.120,2.540,11.889,2.722,6.111,2007,104,1
2007-04-15,408.940,581.660,0.000,7.889,1.500,4.000,2007,105,1
2007-04-16,403.860,581.660,0.000,12.222,-0.389,5.500,2007,106,1
2007-04-17,386.080,581.660,2.540,11.000,-0.778,4.389,2007,107,1
2007-04-18,383.540,584.200,7.620,1.222,-2.278,-0.778,2007,108,1
2007-04-19,391.160,591.820,0.000,4.222,-5.111,-0.611,2007,109,1
2007-04-20,391.160,591.820,2.540,7.000,-2.778,1.611,2007,110,1
2007-04-21,393.700,594.360,2.540,9.722,-0.278,4.389,2007,111,1
2007-04-22,383.540,596.900,10.160,6.222,1.611,3.278,2007,112,1
2007-04-23,373.380,607.060,0.000,12.611,1.611,6.889,2007,113,1
2007-04-24,358.140,607.060,0.000,11.611,2.111,7.278,2007,114,1
2007-04-25,342.900,607.060,0.000,13.889,3.722,8.222,2007,115,1
2007-04-26,322.580,607.060,0.000,10.000,1.278,6.000,2007,116,1
2007-04-27,304.800,607.060,2.540,16.222,2.889,10.611,2007,117,1
2007-04-28,279.400,609.600,0.000,19.611,9.278,14.278,2007,118,1
2007-04-29,241.300,609.600,0.000,17.278,8.111,13.222,2007,119,1
2007-04-30,215.900,609.600,0.000,15.722,5.500,11.389,2007,120,1
2007-05-01,187.960,609.600,0.000,19.222,7.778,13.389,2007,121,1
2007-05-02,154.940,609.600,2.540,8.278,1.611,5.500,2007,122,1
2007-05-03,142.240,612.140,0.000,4.278,-2.722,0.222,2007,123,1
2007-05-04,137.160,612.140,2.540,6.278,-4.111,1.278,2007,124,1
2007-05-05,127.000,614.680,0.000,8.111,-0.500,3.722,2007,125,1
2007-05-06,106.680,614.680,0.000,12.000,0.278,7.111,2007,126,1
2007-05-07,83.820,614.680,0.000,16.500,7.889,11.889,2007,127,1
2007-05-08,48.260,614.680,0.000,19.611,6.889,14.611,2007,128,1
2007-05-09,0.000,614.680,0.000,19.222,9.111,14.611,2007,129,0
2007-05-10,0.000,614.680,0.000,18.611,9.278,13.500,2007,130,0
2007-05-11,0.000,614.680,0.000,21.500,7.611,15.000,2007,131,0
2007-05-12,0.000,614.680,0.000,20.222,8.722,14.389,2007,132,0
2007-05-13,0.000,614.680,0.000,12.278,5.389,8.778,2007,133,0
2007-05-14,0.000,614.680,0.000,15.000,4.722,9.889,2007,134,0
2007-05-15,0.000,614.680,0.000,20.500,5.222,13.722,2007,135,0
2007-05-16,0.000,614.680,0.000,23.611,10.722,17.000,2007,136,0
2007-05-17,0.000,614.680,0.000,22.222,10.500,16.611,2007,137,0
2007-05-18,0.000,614.680,0.000,20.778,8.889,15.278,2007,138,0
2007-05-19,0.000,614.680,0.000,16.889,8.222,12.278,2007,139,0
2007-05-20,0.000,614.680,0.000,11.778,4.778,8.278,2007,140,0
2007-05-21,0.000,614.680,0.000,4.889,-1.611,1.500,2007,141,0
2007-05-22,0.000,614.680,7.620,8.611,1.000,3.722,2007,142,0
2007-05-23,0.000,622.300,0.000,12.111,0.389,6.778,2007,143,0
2007-05-24,0.000,622.300,0.000,14.889,5.722,9.889,2007,144,0
2007-05-25,0.000,622.300,0.000,15.222,4.611,11.278,2007,145,0
2007-05-26,0.000,622.300,0.000,18.000,6.000,12.889,2007,146,0
2007-05-27,0.000,622.300,0.000,18.611,7.111,13.111,2007,147,0
2007-05-28,0.000,622.300,0.000,10.389,-0.611,6.111,2007,148,0
2007-05-29,0.000,622.300,0.000,15.222,3.722,9.722,2007,149,0
2007-05-30,0.000,622.300,0.000,18.611,5.222,13.222,2007,150,0
2007-05-31,0.000,622.300,0.000,20.722,9.111,15.889,2007,151,0
2007-06-01,0.000,622.300,0.000,22.889,8.278,16.500,2007,152,0
2007-06-02,0.000,622.300,0.000,26.111,12.000,19.111,2007,153,0
2007-06-03,0.000,622.300,0.000,26.389,12.278,20.222,2007,154,0
2007-06-04,0.000,622.300,0.000,23.222,11.778,18.222,2007,155,0
2007-06-05,0.000,622.300,5.080,13.389,4.111,8.222,2007,156,0
2007-06-06,0.000,627.380,17.780,4.111,1.611,2.222,2007,157,0
2007-06-07,0.000,645.160,5.080,11.389,1.500,5.889,2007,158,0
2007-06-08,0.000,650.240,0.000,15.778,5.278,10.389,2007,159,0
2007-06-09,0.000,650.240,0.000,19.611,8.389,13.778,2007,160,0
2007-06-10,0.000,650.240,25.400,12.222,2.889,8.278,2007,161,0
2007-06-11,0.000,675.640,0.000,15.389,2.389,8.722,2007,162,0
2007-06-12,0.000,675.640,0.000,17.278,4.722,11.500,2007,163,0
2007-06-13,0.000,675.640,0.000,19.611,7.111,13.722,2007,164,0
2007-06-14,0.000,675.640,0.000,17.000,7.722,12.222,2007,165,0
2007-06-15,0.000,675.640,0.000,20.389,7.111,14.222,2007,166,0
2007-06-16,0.000,675.640,0.000,20.500,7.389,15.500,2007,167,0
2007-06-17,0.000,675.640,0.000,12.611,1.278,7.500,2007,168,0
2007-06-18,0.000,675.640,0.000,16.611,2.222,10.111,2007,169,0
2007-06-19,0.000,675.640,0.000,25.000,8.000,17.111,2007,170,0
2007-06-20,0.000,675.640,0.000,23.611,11.778,17.611,2007,171,0
2007-06-21,0.000,675.640,0.000,24.500,10.222,17.111,2007,172,0
2007-06-22,0.000,675.640,0.000,25.278,10.111,17.389,2007,173,0
2007-06-23,0.000,675.640,0.000,21.000,8.722,14.722,2007,174,0
2007-06-24,0.000,675.640,0.000,17.278,6.389,11.778,2007,175,0
2007-06-25,0.000,675.640,0.000,14.222,3.111,9.500,2007,176,0
2007-06-26,0.000,675.640,0.000,22.722,5.278,14.722,2007,177,0
2007-06-27,0.000,675.640,0.000,26.000,11.111,18.889,2007,178,0
2007-06-28,0.000,675.640,0.000,25.722,11.222,18.389,2007,179,0
2007-06-29,0.000,675.640,0.000,24.000,11.111,17.222,2007,180,0
2007-06-30,0.000,675.640,0.000,21.389,8.722,15.222,2007,181,0
2007-07-01,0.000,675.640,0.000,25.278,10.000,17.611,2007,182,0
2007-07-02,0.000,675.640,0.000,21.889,10.500,16.389,2007,183,0
2007-07-03,0.000,675.640,0.000,25.111,11.778,19.222,2007,184,0
2007-07-04,0.000,675.640,0.000,28.111,16.611,23.111,2007,185,0
2007-07-05,0.000,675.640,0.000,30.889,16.111,23.389,2007,186,0
2007-07-06,0.000,675.640,0.000,32.111,15.778,24.222,2007,187,0
2007-07-07,0.000,675.640,0.000,26.722,14.000,21.111,2007,188,0
2007-07-08,0.000,675.640,0.000,24.722,12.389,18.889,2007,189,0
2007-07-09,0.000,675.640,0.000,26.000,12.000,20.389,2007,190,0
2007-07-10,0.000,675.640,0.000,27.389,12.778,21.111,2007,191,0
2007-07-11,0.000,675.640,0.000,28.500,13.722,20.611,2007,192,0
2007-07-12,0.000,675.640,0.000,27.389,14.500,20.611,2007,193,0
2007-07-13,0.000,675.640,0.000,30.889,17.222,23.000,2007,194,0
2007-07-14,0.000,675.640,0.000,30.778,17.000,23.778,2007,195,0
2007-07-15,0.000,675.640,0.000,28.611,15.500,21.611,2007,196,0
2007-07-16,0.000,675.640,0.000,27.500,16.222,22.278,2007,197,0
2007-07-17,0.000,675.640,0.000,28.889,17.889,21.611,2007,198,0
2007-07-18,0.000,675.640,0.000,26.111,14.000,21.111,2007,199,0
2007-07-19,0.000,675.640,0.000,22.500,10.722,16.278,2007,200,0
2007-07-20,0.000,675.640,0.000,25.889,11.500,17.778,2007,201,0
2007-07-21,0.000,675.640,0.000,27.000,11.389,18.500,2007,202,0
2007-07-22,0.000,675.640,0.000,29.889,13.000,21.222,2007,203,0
2007-07-23,0.000,675.640,2.540,30.278,17.222,23.000,2007,204,0
2007-07-24,0.000,678.180,0.000,23.611,13.889,19.722,2007,205,0
2007-07-25,0.000,678.180,0.000,24.389,13.500,18.222,2007,206,0
2007-07-26,0.000,678.180,0.000,27.000,13.222,20.000,2007,207,0
2007-07-27,0.000,678.180,0.000,28.611,16.000,21.611,2007,208,0
2007-07-28,0.000,678.180,0.000,29.611,14.889,21.611,2007,209,0
2007-07-29,0.000,678.180,0.000,29.000,16.500,22.222,2007,210,0
2007-07-30,0.000,678.180,0.000,28.722,14.889,21.278,2007,211,0
2007-07-31,0.000,678.180,0.000,27.389,14.278,22.000,2007,212,0
2007-08-01,0.000,678.180,0.000,28.389,12.889,22.000,2007,213,0
2007-08-02,0.000,678.180,0.000,25.611,15.500,21.222,2007,214,0
2007-08-03,0.000,678.180,0.000,26.111,13.611,19.722,2007,215,0
2007-08-04,0.000,678.180,0.000,24.778,12.722,18.500,2007,216,0
2007-08-05,0.000,678.180,0.000,23.000,10.222,16.222,2007,217,0
2007-08-06,0.000,678.180,0.000,22.278,9.500,16.000,2007,218,0
2007-08-07,0.000,678.180,0.000,21.722,8.000,14.611,2007,219,0
2007-08-08,0.000,678.180,2.540,22.111,7.500,15.222,2007,220,0
